dataset,k,mean,std
MNIST_vae,250,82.70740000000005,5.976018658593391
MNIST_simclr_pca,250,88.02660000000002,5.842837029405197
MNIST_raw,5,78.25965000000004,3.612448169679327
CIFAR_vae,500,24.59808,0.3198460387199576
FMNIST_raw,50,50.53605000000002,4.232709169865877
FMNIST_simclr_pca,400,60.36095,2.945185681952574
MNIST_vae,200,82.81246666666664,5.705579526864361
MNIST_raw,10,75.95154999999998,2.8199292587600087
FMNIST_simclr_pca,450,60.64485,2.39050319070482
FMNIST_vae,450,54.68623333333329,2.291558590901204
MNIST_raw,15,73.91408333333337,4.547897976327791
MNIST_vae,300,80.81378333333332,4.778682360074254
MNIST_simclr,20,90.06531666666666,3.720957019220848
MNIST_raw,25,71.88318333333333,3.177088212735669
CIFAR_vae,450,24.636280000000003,0.2562300134605229
MNIST_raw,20,72.79964999999997,3.865329650236108
MNIST_simclr,50,93.72794999999992,5.285453773972612
CIFAR_simclr,300,78.80544000000008,2.0536740189625067
MNIST_simclr_pca,200,87.98615,4.830748232953107
MNIST_vae,350,81.54311666666669,5.504620096326556
FMNIST_simclr,150,57.72468333333337,1.6247593397723026
MNIST_simclr_pca,350,86.52851666666666,5.32274016319013
MNIST_vae,400,80.69771666666665,5.039201919463939
FMNIST_simclr_pca,500,59.910250000000005,2.6346188246139333
MNIST_simclr_pca,300,86.86796666666667,5.544110299337789
MNIST_simclr_pca,400,86.72203333333331,5.538940288202595
CIFAR_simclr,250,78.58804000000005,2.21041017227504
CIFAR_simclr,350,78.96715999999996,1.7187585178925755
FMNIST_simclr,200,59.27238333333332,3.1175654842426272
MNIST_raw,50,71.56845000000003,2.6533200223745266
FMNIST_raw,100,49.967683333333305,2.089101951510437
MNIST_simclr_pca,450,91.22596666666668,3.9229215631144014
MNIST_simclr,150,89.00316666666667,7.181530629534388
FMNIST_vae,500,54.62755000000002,2.4461297502484425
FMNIST_raw,150,53.112166666666695,2.389126550310944
FMNIST_vae,400,54.31155000000003,1.8423529314640217
MNIST_simclr_pca,500,95.37366666666652,2.193440366121367
CIFAR_simclr,400,79.39311999999997,2.313817647669467
FMNIST_simclr,250,60.88711666666666,2.1288601416075346
MNIST_simclr,100,89.48510000000005,7.210461355841616
FMNIST_raw,200,60.09325000000002,3.517777142675913
MNIST_simclr,200,88.47184999999998,7.08277686819955
CIFAR_raw,10,21.612140000000007,0.4457481514773274
FMNIST_simclr,350,61.35518333333332,2.312472390650241
MNIST_simclr,250,96.37871666666656,1.2866723769303336
CIFAR_simclr,450,79.86958000000003,2.009769257472815
CIFAR_simclr,500,79.36052000000004,2.625625014499915
FMNIST_raw,250,62.25865000000001,1.892423278211548
FMNIST_simclr,300,61.12271666666668,2.411875125135636
FMNIST_raw,300,62.03154999999999,1.959798617299841
MNIST_vae,450,80.44945000000001,5.052635787205344
MNIST_simclr,350,96.37678333333336,0.9653317514159612
FMNIST_vae,350,55.39516666666668,1.58138191814747
MNIST_simclr,300,96.31996666666672,1.356557275597056
FMNIST_simclr,400,60.84949999999996,2.401878292547522
FMNIST_raw,350,61.97908333333332,1.882897008170714
CIFAR_raw,5,21.58394,0.4689528808360648
MNIST_simclr,400,96.03721666666674,1.8501450796239087
MNIST_vae,500,80.39811666666664,5.207073760986771
MNIST_raw,150,69.37085000000003,3.101182294140849
MNIST_raw,200,63.2936,1.6744749871538291
CIFAR_raw,25,21.32934,0.4051749147160416
CIFAR_raw,15,21.53925999999999,0.4299976654857933
MNIST_simclr,450,96.1710333333334,1.3222999675810594
FMNIST_raw,400,62.11296666666665,2.151787599978416
MNIST_raw,100,71.0252166666667,2.4617916000088824
FMNIST_simclr,450,60.30666666666668,2.7289022862665897
CIFAR_raw,20,21.37028,0.4008921384445785
FMNIST_simclr,500,60.94213333333334,2.646357120454206
MNIST_simclr,500,96.11141666666688,1.304094204159388
CIFAR_raw,50,21.11635999999999,0.3635426564109129
MNIST_raw,250,59.60416666666664,4.2700994483197885
MNIST_raw,300,59.240599999999965,4.3847467701037095
FMNIST_raw,450,61.63644999999997,1.9406816789644976
MNIST_raw,350,58.90941666666665,4.095760046407029
MNIST_raw,400,59.30529999999999,4.133420530876691
MNIST_raw,450,59.05386666666668,4.328160677813866
CIFAR_raw,100,20.8046,0.2485094961907286
CIFAR_raw,150,20.61768,0.2402032338153542
CIFAR_raw,200,20.88454,0.2968290131208591
CIFAR_raw,300,21.0202,0.1989131072665249
CIFAR_raw,250,21.0707,0.1436430410159966
CIFAR_raw,350,20.88009999999999,0.2952316501879952
